ProgramId,Program_Name,Program_link,Tailored_To,Available_In,Genre,Region,Description
363,Fairytale Puppetry – Exploring Languages,https://education.culturalinfusion.com/school-programs/fairytale-puppetry-exploring-languages/,"Community, Pre Primary, Schools",VIC,"Languages, Storytelling, Theatre",Multicultural,"Fairytale Puppetry – Exploring Languages engages students with language and culture through a range of nine classic fairytales and stories told through exquisitely crafted traditional European hand puppets. Fairytale Puppetry features audience participation and are available in French and Mandarin. This program can be tailored to suit different ages or language levels. The Jungle Book: – 45 minutes – Pre-Primary and Primary – French, Mandarin, Italian, German, Spanish, Indonesian, Japanese The performance and language content (LOTE) is adapted accordingly. The level of vocabulary is easy. The children will be asked to sing and repeat easy words in the language they are learning. Ideal show for beginners. Cinderella – 50 minutes –Years Prep – Year 8 – French, Italian, German, Spanish The performance and language content (LOTE) is adapted accordingly. The level of vocabulary is for students who have a reasonable understanding of the language. The puppets will interact with the students, in the language, they are learning. Ideal show for students who have done a minimum of 1 to 2 years of LOTE."
344,Yoga and Mindfulness,https://education.culturalinfusion.com/school-programs/yoga-and-mindfulness/,"Community, Corporate, Pre Primary, Schools","NSW, VIC, WA",Wellbeing,Asia,"Yoga and Mindfulness engages participants in this ancient practice that uses breathing, flexibility, and strength to boost mental and physical wellbeing. The presenter will share the symbolism and cultural history of yoga, flowing yoga postures, classical hand gestures, meditation and breath techniques that are tailored to all ages and abilities."
595,Cool Capoeira,https://education.culturalinfusion.com/school-programs/cool-capoeira/,"Assemblies & Events, Community, Pre Primary, Schools","NSW, QLD, VIC, WA","Dance, Martial Arts",South America,"An art form that emerged from enslaved Africans in Brazil, disguising their fight into a dance, Capoeira has evolved to become one of the most fascinating combination of dance and martial arts movements in the world. An endangered art form, Cool Capoeira introduces the history and evolution to its special protected status as intangible cultural heritage by UNESCO. You will be able to learn and experience rhythmic acrobatic manoeuvres accompanied by the beautiful sound of the Berimbau, an African instrument – the heartbeat of this dynamic performance. Capoeira is for all, whether you are more of an acrobat, a musician, a singer, a dancer or a martial artist, some aspect of Cool Capoeira will speak to you. As a famous Capoeira master, Mestre Canjiquinha, always said “Capoeira does not have creed, does not have colour, does not have flag, it is from the people, it will run through the world”."
570,Aboriginal Culture for A Day,https://education.culturalinfusion.com/school-programs/aboriginal-culture-for-a-day-2/,"Community, Schools",VIC,"Dance, Music, Storytelling, Visual Arts",Oceania,"Aboriginal Culture For A Day immerses your students in Aboriginal and Torres Strait Islander cultures with three rotating sessions of cultural programs led by an experienced team of presenters. The Aboriginal Culture For A Day program can include the following sessions: Art and Storytelling Culture and history Dreamtime Stories Artefacts Boomerang throwing Dance and Singing (with Didgeridoo) Mindfulness through Didgeridoo Please note, individual sessions will be dependent upon factors such as presenter availability, participant numbers, space/ set-up requirements and weather conditions."
535,Japanese Infusion,https://education.culturalinfusion.com/school-programs/japanese-infusion/,"Assemblies & Events, Community, Pre Primary, Schools","NSW, Virtual, WA","Music, Storytelling",Asia,"In Japanese Infusion, the presenter brings Japanese culture to life with this beautifully crafted program. They teach children about Japanese culture, traditions, seasons and celebrations through the use of songs, games and storytelling. Japanese Infusion is an active and engaging program that will have students learning words and numbers in Japanese and, most importantly, having lots of fun."
527,Let’s Kung Fu with Panda,https://education.culturalinfusion.com/school-programs/lets-kung-fu-with-panda/,"Community, Schools",NSW,Martial Arts,Asia,"Let’s Kung Fu with Panda is perfect for younger students. Highly interactive, Let’s Kung Fu with Panda includes a traditional Kung Fu demonstration, Tai-chi, fan dance and the ancient sword dance! Students will then meet Panda who will do a fun Kung Fu workshop with them. Suitable for years prep – 2."
515,"Bukhu, Mongolian Throat Singer",https://education.culturalinfusion.com/school-programs/bukhu-mongolian-throat-singer/,"Assemblies & Events, Community, Schools",NSW,Music,Asia,"Derived from Mongolian folk religion and the legend of the Shaman, Bukhu, the Mongolian Throat Singer presents traditional throat singing from his homeland. Alongside the Mongolian horse-head fiddle, the singing is skillfully crafted into an exciting and engaging performance using contemporary loop pedals and modern beats!"
509,Access to Assyria,https://education.culturalinfusion.com/school-programs/assyrian-iraqi-band/,"Community, Schools",NSW,Music,Middle East,"Robin Zirwanda is a native of Iraq, where his people, the Assyrians, have lived for 7000 years. Presenting this program with his teenage son Josh, they introduce the Assyrian culture through catchy songs in the Assyrian Aramaic language (yes, they speak the language Jesus spoke!). They explore themes of symbolism, cultural practice, displacement and assimilation, demonstrating traditional rhythms, and showing how music has evolved. Their vibrant costumes, based on the dress of their ancient royal ancestors, serve as a talking point to connect their ancient Assyrian heritage with our modern community."
489,Rebetika – The Greek Blues,https://education.culturalinfusion.com/school-programs/rebetika-the-greek-blues/,"Community, Corporate, Schools",VIC,Music,Europe,"Rebetika – The Greek Blues presents Rebetika music created when the Ottoman, Byzantine and Greek worlds came together through urban subcultures in 20th-century Greece. The lyrics tell stories spanning love, loss, refugee tales and the trials of everyday life played on guitar-like instruments such as the Bouzouki – hence the nickname ‘The Greek Blues’!"
342,Rhythm Empire,https://education.culturalinfusion.com/school-programs/rhythm-empire/,"Community, Schools",VIC,"Dance, Music",Multicultural,"Rhythm Empire is a theatrical multicultural music and dance extravaganza featuring rhythms, dances, instruments, language and costumes from across the ancient world. The colourful history and cultures of the Silk Road and the Middle East come to life when audiences join the performance in Rhythm Empire, to barter, trade, and perform in a rollicking world music jam!"
347,Hero Ladybirds of the Galapagos Islands,https://education.culturalinfusion.com/school-programs/hero-ladybirds-galapagos-islands/,Schools,VIC,Science,Multicultural,"Carolina Zuluaga is an ecologist who worked on the project to introduce the Australian Ladybird of the Galapagos Islands with the aim of controlling a feral insect that was destroying the balance in the ecosystem. Through her firsthand experience and the help of cute hand puppets, she tells a fabulously quirky story that helps children understand basic ecology. This Science Communicator program is part of a series of school incursions developed to highlight the underpinning role that culture plays in shaping human progress, presented in partnership with the Royal Society of Victoria."
352,Fire of Flamenco,https://education.culturalinfusion.com/school-programs/fire-of-flamenco/,"Community, Pre Primary, Schools","QLD, SA, VIC",Dance,Multicultural,"Fire of Flamenco incorporates dance, music and singing and has a rich, multicultural history influenced by Roma, Arab, West African and Spanish cultures. The music is created with instrumental guitar, unique vocals, clapping rhythms and another percussion. In Fire of Flamenco, students will have to opportunity to try the accompanying ‘palmas’ and learn some of the dance moves for themselves."
349,Cajon Drumming,https://education.culturalinfusion.com/school-programs/cajon-drumming/,"Community, Schools",VIC,Music,Multicultural,"The Cajon originated in Africa, then travelled to South America, Asia and Europe – it’s a truly global instrument! Tawanda is an expert Cajon maker and percussionist and presents this cajon drumming workshop where students will try different styles of Cajon Drumming and hear how migration and being open to change can lead to innovation and new shared meaning."
339,Jungle Shimmy,https://education.culturalinfusion.com/school-programs/jungle-shimmy/,"Community, Pre Primary, Schools",VIC,"Dance, Music",Multicultural,"Hailed by parents and teachers as a one-woman-multicultural-rock-concert-for-kids, Jungle Shimmy is a dynamic music and dance adventure across the world! With colourful props and fun, easy-to-follow dances including Belly Dance, Bollywood, Bhangra, Turkish, Egyptian, Gulf, and Lebanese folk styles, everybody is up on their feet dancing. Jungle Shimmy’s shrill cry of a Zaghareet, Middle Eastern instruments and rhythms like Khaleegi, Maqsoum and Beledi, and unique handmade puppet theatre draw audiences of all ages into a captivating world of culture and creative self-expression."
330,Iranian Voices,https://education.culturalinfusion.com/school-programs/iranian-voices/,"Community, Corporate, Schools",VIC,"Music, Storytelling",Middle East,"Iranian Voices features the voices of women from Iran and the Iranian diaspora. Iranian-Australian musician Gelareh Pour will present stories and cultures of musicians in Iran through the exploration of Iranian women singers before and after the 1979 Revolution in Iran. Throughout the storytelling, Gelareh plays the Kamancheh, a fascinating and ancient Iranian string instrument which is an ancestor of the European violin."
327,Indian Instrumental Infusion,https://education.culturalinfusion.com/school-programs/indian-instrumental-infusion/,"Community, Corporate, Schools","NSW, QLD, VIC",Music,Asia,"Indian Instrumental Infusion engages participants with Indian classical and contemporary music through significant instruments, including the tabla and bansuri. The program is delivered by passionate musicians wholeheartedly committed to their art who share captivating sounds and rhythms from deeply rooted Indian classical music traditions."
324,Middle Eastern Drumming,https://education.culturalinfusion.com/school-programs/middle-eastern-drumming/,"Assemblies & Events, Community, Schools",QLD,Music,Middle East,"Drumming and rhythm are an integral part of Middle Eastern Cultures and the foundation of Belly Dance. In Middle Eastern Drumming, students will experience vibrant and unique Middle Eastern rhythms and learn about their origin and influences. Atman will present several types of drums and instruments and students will try playing themselves."
321,Taiko Drumming,https://education.culturalinfusion.com/school-programs/taiko-drumming/,"Assemblies & Events, Community, Pre Primary, Schools","NSW, QLD, VIC, WA",Music,Asia,"Taiko Drumming, a traditional and original Japanese music program combines amazing performances and interactive workshops. Students are introduced to Japanese culture through music and language before the room shakes with the sound of the Taiko Drumming!"
315,Chinese Classical Dance,https://education.culturalinfusion.com/school-programs/chinese-classical-dance/,"Assemblies & Events, Community, Corporate, Pre Primary, Schools","NSW, SA, VIC, WA",Dance,Asia,"Chinese Classical Dance presents incredible performances of classical folk dances from across China, including the Lantern Dance, Ribbon Dance and Fan Dance. Participants will learn a short routine using some of the steps alongside traditional and contemporary Chinese music. The Chinese Classical Dance presenters will supply props such as ribbons, fans and lanterns for participants to dance with."
287,Music of the Andes,https://education.culturalinfusion.com/school-programs/music-of-the-andes/,"Assemblies & Events, Community, Corporate, Pre Primary, Schools",VIC,Music,South America,"In Music of the Andes, participants will explore the music and dances of the Inca culture from the Andes Mountains. Students will learn about traditional instruments and melodies that have been part of the Andes for generations. The session highlights the cultural significance of these instruments and their role in South American and Andean music, providing an opportunity to understand the region’s traditions and history."
271,The Tragic Genius of Mrs Einstein,https://education.culturalinfusion.com/school-programs/the-tragic-genius-of-mrs-einstein/,Schools,VIC,Science,Multicultural,"Albert Einstein is widely celebrated as the mind behind the Theory of Relativity – but did you know there was another brilliant physicist working with him? The Tragic Genius of Mrs Einstein, known as Mileva Maric, met Albert Einstein when they were both students in Zurich and together they conducted the experiments that would lead to E=mc2 and the Theory of Relativity. Using authentic letters between the couple, The Tragic Genius of Mrs. Einstein explores the human story behind the science."
12292,Chinese Lion Dance,https://education.culturalinfusion.com/school-programs/chinese-lion-dance/,"Assemblies & Events, Community, Schools","ACT, NSW, QLD, VIC, WA","Dance, Martial Arts",Asia,"Signifying good fortune, prosperity and longevity, the Chinese Lion Dance is an art form dating back to the 12th century! This Chinese Lion Dance workshop will give students an opportunity to see the Lion up close while gaining an insight into one of China’s oldest traditions and its cultural significance. This program is available as an educational workshop or performance and prices vary. Please enquire for more information."
12291,Chinese Classical Music,https://education.culturalinfusion.com/school-programs/chinese-classical-music/,"Assemblies & Events, Community, Corporate, Pre Primary, Schools","NSW, SA, VIC",Music,Asia,Chinese Classical Music presents the origins of Chinese classical instruments and introduces traditional Chinese music. This is followed by a beautiful performance and an interactive workshop where participants learn a traditional song themselves.
12289,Multicultural All Day or Half Day Program,https://education.culturalinfusion.com/school-programs/multicultural-day-program/,"Community, Schools","ACT, NSW, QLD, SA, VIC, WA","Dance, Languages, Martial Arts, Music, Science, Storytelling, Sustainability, Theatre, Visual Arts, Wellbeing",Multicultural,"Our Multicultural All Day or Half Day program allows a choice of three or five presenters and is tailored to suit your school bell times with a personalised timetable. Either explore one culture, language or topic in-depth or explore the world with a range of assorted programs. Students split into groups and rotate between 25-minute workshop sessions, then come together for a 50-minute interactive performance session to finish the day! To complement this program, we also offer free educational resources which explore the unit, ‘Exploring Diversity’, as well as lesson plans that provide extra activities and background context about the cultures being studied. With so many Cultural Presenters to choose from at Cultural Infusion, we can bring you an exciting and memorable day, which celebrates and shares understanding about diverse cultures! With 300 students or more, enquire about our All-Day program (choice of 5 presenters), and with 200 students or less, enquire about our Half-Day program (choice of 3 presenters)."
12288,Rhythms and Instruments of West Africa,https://education.culturalinfusion.com/school-programs/rhythms-and-instruments-of-west-africa/,"Assemblies & Events, Community, Pre Primary, Schools","ACT, NSW, QLD, SA, VIC, WA",Music,Africa,"In Rhythms and Instruments of West Africa, the musical cultures of West Africa are explored through rhythms and songs from Ghana, Guinea and Senegal. Students will be introduced to a range of instruments such as the djembe, dun dun drums, shekere, talking drum, balafon and more! Rhythms and Instruments of West Africa is an interactive program and students will be playing the drums and other percussion instruments."
12287,Middle Eastern Belly Dance,https://education.culturalinfusion.com/school-programs/middle-eastern-belly-dance/,"Assemblies & Events, Community, Pre Primary, Schools","NSW, SA, VIC, WA",Dance,Middle East,"Middle Eastern Belly Dance introduces your audience to Arabic cultures through stories and movement. Participants get the chance to experience the beautiful, health-promoting movements of this highly expressive dance form. Participants are also introduced to the traditional significance and history of Middle Eastern Belly Dance in this lively and engaging program. Shimmies, undulations, and belly-pops are all part of the fun!"
157,Bollywood Infusion,https://education.culturalinfusion.com/school-programs/bollywood-infusion/,"Assemblies & Events, Community, Corporate, Pre Primary, Schools","ACT, NSW, QLD, SA, VIC, WA","Dance, Music",Asia,"Bollywood is an important part of modern Indian culture, referring to the Hindi film industry, and categorised by colourful displays of music, dance, and costume. Bollywood Infusion presents a vibrant workshop where participants will learn about the folk and classical origins of the Bollywood dances, the symbolism of some of the steps, and a short routine to Bollywood music."
12286,Chinese Drumming,https://education.culturalinfusion.com/school-programs/chinese-drumming/,"Assemblies & Events, Community, Pre Primary, Schools","NSW, QLD, VIC",Music,Asia,"The earliest known drums in China date back to four thousand years ago! A performance of rhythm and colour, students will love this hands-on Chinese Drumming workshop as they drum out beats and learn about instruments behind the popular Lion Dance and Kung Fu soundtracks."
12285,Chinese Martial Arts,https://education.culturalinfusion.com/school-programs/martial-arts/,"Community, Pre Primary, Schools","ACT, NSW, QLD, SA, VIC, WA","Martial Arts, Wellbeing",Asia,"Martial arts, also traditionally known as wŭshù (武术) in Mandarin, are art forms dating back more than 4000 years ago. In Chinese Martial Arts, a high energy educational workshop, participants get to delve into the history and philosophy of martial arts in China as well as trying out different styles such as Tai-Chi for themselves. Directly translated as “acquired skill”, Kung-Fu refers to any discipline or skill obtained through hard work and practise, and is a concept of cultural significance that serves as the foundation for many martial arts. Able to be adapted to different ages and physical abilities, participants will develop an appreciation for the discipline, practice, and mastery that Chinese Martial Arts is famous for."
